Age,Survived,Sex,SibSp,Parch,Fare,Cabin,Pclass_1,Pclass_2,Pclass_3,Embarked_C,Embarked_Q,Embarked_S,Title_Master.,Title_Miss.,Title_Mr.,Title_Mrs.,Title_Rare
8.0,0,0,3,1,3.048087503887919,0,0,0,1,0,0,1,0,1,0,0,0
38.0,1,0,1,5,3.4464097244837033,0,0,0,1,0,0,1,0,0,0,1,0
0.0,0,1,0,0,1.9775472339984959,0,0,0,1,1,0,0,0,0,1,0,0
19.0,0,1,3,2,5.572154032177765,1,1,0,0,0,0,1,0,0,1,0,0
0.0,1,0,0,0,2.0642263758733557,0,0,0,1,0,1,0,0,1,0,0,0
0.0,0,1,0,0,2.0663309725297405,0,0,0,1,0,0,1,0,0,1,0,0
40.0,0,1,0,0,3.32218303393412,0,1,0,0,1,0,0,0,0,0,0,1
0.0,1,0,1,0,4.9871673979011675,6,1,0,0,1,0,0,0,0,0,1,0
0.0,1,0,0,0,2.0476928433652555,0,0,0,1,0,1,0,0,1,0,0,0
66.0,0,1,0,0,2.3513752571634776,0,0,1,0,0,0,1,0,0,1,0,0
28.0,0,1,1,0,4.408800007809053,0,1,0,0,1,0,0,0,0,1,0,0
42.0,0,1,1,0,3.9512437185814275,0,1,0,0,0,0,1,0,0,1,0,0
0.0,1,1,0,0,1.9781283799793465,0,0,0,1,1,0,0,0,0,1,0,0
21.0,0,1,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,0,1,0,0
18.0,0,0,2,0,2.8903717578961645,0,0,0,1,0,0,1,0,0,0,0,1
14.0,1,0,1,0,2.419630078580691,0,0,0,1,1,0,0,0,1,0,0,0
40.0,0,0,1,0,2.24865675096849,0,0,0,1,0,0,1,0,0,0,1,0
27.0,0,0,1,0,3.044522437723423,0,0,1,0,0,0,1,0,0,0,1,0
0.0,0,1,0,0,2.0663309725297405,0,0,0,1,1,0,0,0,0,1,0,0
3.0,1,0,1,2,3.7276000422255353,0,0,1,0,1,0,0,0,1,0,0,0
19.0,1,0,0,0,2.0642263758733557,0,0,0,1,0,1,0,0,1,0,0,0
0.0,0,1,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,0,1,0,0
0.0,0,1,1,0,2.740840023925201,0,0,0,1,0,1,0,0,0,1,0,0
0.0,1,0,0,0,2.0476928433652555,0,0,0,1,0,1,0,0,1,0,0,0
0.0,0,1,2,0,3.0763532755216065,0,0,0,1,1,0,0,0,0,1,0,0
18.0,0,0,1,0,2.8791984572980396,0,0,0,1,0,0,1,0,0,0,1,0
7.0,0,1,4,1,3.6810362766529106,0,0,0,1,0,0,1,1,0,0,0,0
21.0,0,1,0,0,2.0541237336955462,0,0,0,1,0,0,1,0,0,1,0,0
49.0,1,0,1,0,4.340282339965535,4,1,0,0,1,0,0,0,0,0,1,0
29.0,1,0,1,0,3.258096538021482,0,0,1,0,0,0,1,0,0,0,1,0
65.0,0,1,0,1,4.126798844886821,6,1,0,0,1,0,0,0,0,1,0,0
0.0,1,1,0,0,3.56953269648137,1,1,0,0,0,0,1,0,0,1,0,0
21.0,1,0,0,0,2.3513752571634776,0,0,1,0,0,0,1,0,1,0,0,0
28.5,0,1,0,0,1.9781283799793465,0,0,0,1,1,0,0,0,0,1,0,0
5.0,1,0,1,2,3.3232358401924436,0,0,1,0,0,0,1,0,1,0,0,0
11.0,0,1,5,2,3.8480176754522337,0,0,0,1,0,0,1,1,0,0,0,0
22.0,0,1,0,0,1.9781283799793465,0,0,0,1,1,0,0,0,0,1,0,0
38.0,1,0,0,0,4.382026634673881,6,1,0,0,0,0,1,0,1,0,0,0
45.0,0,1,1,0,4.424547185829718,1,1,0,0,0,0,1,0,0,1,0,0
4.0,0,1,3,2,3.32862668882732,0,0,0,1,0,0,1,1,0,0,0,0
0.0,0,1,0,0,3.32218303393412,0,1,0,0,1,0,0,0,0,1,0,0
0.0,1,1,1,1,2.7243040552851014,0,0,0,1,1,0,0,1,0,0,0,0
29.0,1,0,0,0,2.3513752571634776,7,0,1,0,0,0,1,0,0,0,1,0
19.0,0,1,0,0,2.0990358139382788,0,0,0,1,0,0,1,0,0,1,0,0
17.0,1,0,4,2,2.0700223197633445,0,0,0,1,0,0,1,0,1,0,0,0
26.0,0,1,2,0,2.1590033645160216,0,0,0,1,0,0,1,0,0,1,0,0
32.0,0,1,0,0,2.3513752571634776,0,0,1,0,0,0,1,0,0,1,0,0
16.0,0,0,5,2,3.8480176754522337,0,0,0,1,0,0,1,0,1,0,0,0
21.0,0,1,0,0,4.297285406218791,0,0,1,0,0,0,1,0,0,1,0,0
26.0,0,1,1,0,2.6709850297651974,0,0,0,1,1,0,0,0,0,1,0,0
32.0,1,1,0,0,4.034166299106131,0,0,0,1,0,0,1,0,0,1,0,0
25.0,0,1,0,0,2.0347056478384444,7,0,0,1,0,0,1,0,0,1,0,0
0.0,0,1,0,0,2.0663309725297405,0,0,0,1,0,0,1,0,0,1,0,0
0.0,0,1,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,0,1,0,0
0.83,1,1,0,2,3.367295829986474,0,0,1,0,0,0,1,1,0,0,0,0
30.0,1,0,0,0,2.5237266416375825,0,0,0,1,0,0,1,0,1,0,0,0
22.0,0,1,0,0,2.1972245773362196,0,0,0,1,0,0,1,0,0,1,0,0
29.0,1,1,0,0,2.2512917986064953,0,0,0,1,0,0,1,0,0,1,0,0
0.0,1,0,0,0,2.0525198841135714,0,0,0,1,0,1,0,0,1,0,0,0
28.0,0,1,0,0,3.8522730010223722,0,1,0,0,0,0,1,0,0,1,0,0
17.0,1,0,0,0,2.3513752571634776,0,0,1,0,0,0,1,0,1,0,0,0
33.0,1,0,3,0,2.7631695003232895,0,0,0,1,0,0,1,0,0,0,1,0
16.0,0,1,1,3,3.5373295559867355,0,0,0,1,0,0,1,0,0,1,0,0
0.0,0,1,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,0,1,0,0
23.0,1,0,3,2,5.572154032177765,1,1,0,0,0,0,1,0,1,0,0,0
24.0,0,1,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,0,1,0,0
29.0,0,1,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,0,1,0,0
20.0,0,1,0,0,2.061048420562944,0,0,0,1,0,0,1,0,0,1,0,0
46.0,0,1,1,0,4.113738609328736,2,1,0,0,0,0,1,0,0,1,0,0
26.0,0,1,1,2,3.0240767465631335,0,0,0,1,0,0,1,0,0,1,0,0
59.0,0,1,0,0,1.9810014688665833,0,0,0,1,0,0,1,0,0,1,0,0
0.0,0,1,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,0,1,0,0
71.0,0,1,0,0,3.545418930411529,5,1,0,0,1,0,0,0,0,1,0,0
23.0,1,1,0,1,4.148805916338137,4,1,0,0,1,0,0,0,0,1,0,0
34.0,1,0,0,1,3.1354942159291497,0,0,1,0,0,0,1,0,0,0,1,0
34.0,0,1,1,0,3.258096538021482,0,0,1,0,0,0,1,0,0,1,0,0
28.0,0,0,0,0,2.0663309725297405,0,0,0,1,0,0,1,0,1,0,0,0
0.0,0,1,0,0,2.0663309725297405,0,0,0,1,0,0,1,0,0,1,0,0
21.0,0,1,0,1,4.347532234884687,4,1,0,0,0,0,1,0,0,1,0,0
33.0,0,1,0,0,2.158044752235899,0,0,0,1,0,0,1,0,0,1,0,0
37.0,0,1,2,0,2.0700223197633445,0,0,0,1,0,0,1,0,0,1,0,0
28.0,0,1,0,0,2.0663309725297405,0,0,0,1,0,0,1,0,0,1,0,0
21.0,1,0,0,0,2.0347056478384444,0,0,0,1,0,0,1,0,1,0,0,0
0.0,1,1,0,0,2.0509134580652977,0,0,0,1,0,0,1,0,0,1,0,0
38.0,0,1,0,0,2.0663309725297405,0,0,0,1,0,0,1,0,0,1,0,0
0.0,1,0,1,0,3.184284380098582,0,0,0,1,0,1,0,0,1,0,0,0
47.0,0,1,0,0,3.9512437185814275,1,1,0,0,0,0,1,0,0,1,0,0
14.5,0,0,1,0,2.6709850297651974,0,0,0,1,1,0,0,0,1,0,0,0
22.0,0,1,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,0,1,0,0
20.0,0,0,1,0,2.284930157755325,0,0,0,1,0,0,1,0,1,0,0,0
17.0,0,0,0,0,2.671268644120752,0,0,0,1,1,0,0,0,1,0,0,0
21.0,0,1,0,0,2.0700223197633445,0,0,0,1,0,0,1,0,0,1,0,0
70.5,0,1,0,0,2.0476928433652555,0,0,0,1,0,1,0,0,0,1,0,0
29.0,0,1,1,0,3.044522437723423,0,0,1,0,0,0,1,0,0,1,0,0
24.0,0,1,0,1,5.5114946188815885,6,1,0,0,1,0,0,0,0,1,0,0
2.0,0,0,4,2,3.442819056352975,0,0,0,1,0,0,1,0,1,0,0,0
21.0,0,1,2,0,4.297285406218791,0,0,1,0,0,0,1,0,0,1,0,0
0.0,0,1,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,0,1,0,0
32.5,0,1,1,0,3.4035546012358333,0,0,1,0,1,0,0,0,0,1,0,0
32.5,1,0,0,0,2.5649493574615367,2,0,1,0,0,0,1,0,1,0,0,0
54.0,0,1,0,1,4.347532234884687,4,1,0,0,0,0,1,0,0,1,0,0
12.0,1,1,1,0,2.419630078580691,0,0,0,1,1,0,0,1,0,0,0,0
0.0,0,1,0,0,2.0476928433652555,0,0,0,1,0,1,0,0,0,1,0,0
24.0,1,1,0,0,1.9659508432494155,0,0,0,1,0,0,1,0,0,1,0,0
0.0,1,0,1,1,3.107197616774036,7,0,0,1,1,0,0,0,1,0,0,0
45.0,0,1,0,0,1.9423323277074294,0,0,0,1,0,0,1,0,0,1,0,0
33.0,0,1,0,0,2.0663309725297405,0,0,0,1,1,0,0,0,0,1,0,0
20.0,0,1,0,0,1.9530276168241774,0,0,0,1,0,0,1,0,0,1,0,0
47.0,0,0,1,0,2.6741486494265287,0,0,0,1,0,0,1,0,0,0,1,0
29.0,1,0,1,0,3.258096538021482,0,0,1,0,0,0,1,0,0,0,1,0
25.0,0,1,0,0,2.5649493574615367,0,0,1,0,0,0,1,0,0,1,0,0
23.0,0,1,0,0,2.711098882480229,0,0,1,0,1,0,0,0,0,1,0,0
19.0,1,0,0,2,3.2689337565093157,4,1,0,0,0,0,1,0,1,0,0,0
37.0,0,1,1,0,3.9721769282478934,1,1,0,0,0,0,1,0,0,1,0,0
16.0,0,1,0,0,2.221017055930222,0,0,0,1,0,0,1,0,0,1,0,0
24.0,0,1,0,0,4.37197629882038,6,1,0,0,1,0,0,0,0,1,0,0
0.0,0,0,0,2,2.7243040552851014,0,0,0,1,1,0,0,0,0,0,1,0
22.0,1,0,0,0,2.0476928433652555,0,0,0,1,0,0,1,0,1,0,0,0
24.0,1,0,1,0,2.7631695003232895,0,0,0,1,0,0,1,0,0,0,1,0
19.0,0,1,0,0,1.9095425048844386,0,0,0,1,0,1,0,0,0,1,0,0
18.0,0,1,0,0,2.4423470353692043,0,0,1,0,0,0,1,0,0,1,0,0
19.0,0,1,1,1,3.6041382256588457,0,0,1,0,0,0,1,0,0,1,0,0
27.0,1,1,0,0,2.0535851271346086,0,0,0,1,0,0,1,0,0,1,0,0
9.0,0,0,2,2,3.5373295559867355,0,0,0,1,0,0,1,0,1,0,0,0
36.5,0,1,0,2,3.258096538021482,7,0,1,0,0,0,1,0,0,1,0,0
42.0,0,1,0,0,2.5649493574615367,0,0,1,0,0,0,1,0,0,0,0,1
51.0,0,1,0,0,2.5277266469709283,0,0,1,0,0,0,1,0,0,0,0,1
22.0,1,0,1,0,4.198704577546343,1,1,0,0,0,0,1,0,0,0,1,0
55.5,0,1,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,0,1,0,0
40.5,0,1,0,2,2.6741486494265287,0,0,0,1,0,0,1,0,0,0,0,1
0.0,0,1,0,0,1.989585212557975,0,0,0,1,0,0,1,0,0,1,0,0
51.0,0,1,0,1,4.117071015545232,0,1,0,0,1,0,0,0,0,1,0,0
16.0,1,0,0,0,2.0455356796500372,0,0,0,1,0,1,0,0,1,0,0,0
30.0,0,1,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,0,1,0,0
0.0,0,1,0,0,2.1590033645160216,0,0,0,1,0,0,1,0,0,1,0,0
0.0,0,1,8,2,4.242045918369452,0,0,0,1,0,0,1,1,0,0,0,0
44.0,0,1,0,1,2.7788192719904172,0,0,0,1,0,0,1,0,0,1,0,0
40.0,1,0,0,0,2.7568403652716422,0,0,1,0,0,0,1,0,0,0,1,0
26.0,0,1,0,0,2.0509134580652977,0,0,0,1,0,0,1,0,0,1,0,0
17.0,0,1,0,0,2.1590033645160216,0,0,0,1,0,0,1,0,0,1,0,0
1.0,0,1,4,1,3.6810362766529106,0,0,0,1,0,0,1,1,0,0,0,0
9.0,1,1,0,2,3.021643655338492,0,0,0,1,0,0,1,1,0,0,0,0
0.0,1,0,0,1,4.007333185232471,2,1,0,0,0,0,1,0,0,0,1,0
45.0,0,0,1,4,3.32862668882732,0,0,0,1,0,0,1,0,0,0,1,0
0.0,0,1,0,0,3.2552077541155913,0,1,0,0,0,0,1,0,0,1,0,0
28.0,0,1,0,0,4.034166299106131,0,0,0,1,0,0,1,0,0,1,0,0
61.0,0,1,0,0,3.5115454388310208,6,1,0,0,0,0,1,0,0,0,0,1
4.0,0,1,4,1,3.371596911885865,0,0,0,1,0,1,0,1,0,0,0,0
1.0,1,0,1,1,2.409940617298087,0,0,0,1,0,0,1,0,1,0,0,0
21.0,0,1,0,0,2.0700223197633445,0,0,0,1,0,0,1,0,0,1,0,0
56.0,0,1,0,0,3.424125837416519,5,1,0,0,1,0,0,0,0,1,0,0
18.0,0,1,1,1,2.061048420562944,0,0,0,1,0,0,1,0,0,1,0,0
0.0,0,1,3,1,3.237371716404032,0,0,0,1,0,0,1,1,0,0,0,0
50.0,0,0,0,0,3.3573325680152166,1,1,0,0,1,0,0,0,1,0,0,0
30.0,0,1,0,0,2.5649493574615367,0,0,1,0,0,0,1,0,0,1,0,0
36.0,0,1,0,0,0.0,0,0,0,1,0,0,1,0,0,1,0,0
0.0,0,0,8,2,4.242045918369452,0,0,0,1,0,0,1,0,1,0,0,0
0.0,0,1,0,0,2.711377991194885,0,0,1,0,1,0,0,0,0,1,0,0
9.0,0,1,4,2,3.4464097244837033,0,0,0,1,0,0,1,1,0,0,0,0
1.0,1,1,2,1,3.6635616461296463,7,0,1,0,0,0,1,1,0,0,0,0
4.0,1,0,0,2,3.092178171822243,0,0,0,1,0,0,1,0,1,0,0,0
0.0,0,1,0,0,3.912023005428146,5,1,0,0,0,0,1,0,0,1,0,0
0.0,1,0,1,0,2.740840023925201,0,0,0,1,0,1,0,0,0,0,1,0
45.0,1,1,0,0,3.279029747687948,0,1,0,0,0,0,1,0,0,1,0,0
40.0,0,1,1,1,2.740840023925201,0,0,0,1,0,1,0,0,0,1,0,0
36.0,0,1,0,0,2.0663309725297405,0,0,0,1,0,0,1,0,0,1,0,0
32.0,1,0,0,0,2.5649493574615367,0,0,1,0,0,0,1,0,0,0,1,0
19.0,0,1,0,0,2.5649493574615367,0,0,1,0,0,0,1,0,0,1,0,0
19.0,1,0,1,0,2.061048420562944,0,0,0,1,0,0,1,0,1,0,0,0
3.0,1,1,1,1,3.258096538021482,7,0,1,0,0,0,1,1,0,0,0,0
44.0,1,0,0,0,3.32218303393412,6,1,0,0,1,0,0,0,0,0,1,0
58.0,1,0,0,0,4.9871673979011675,6,1,0,0,1,0,0,0,1,0,0,0
0.0,0,1,0,0,2.0476928433652555,0,0,0,1,0,1,0,0,0,1,0,0
42.0,0,1,0,1,2.128731580890919,0,0,0,1,0,0,1,0,0,1,0,0
0.0,1,0,0,0,2.0476928433652555,0,0,0,1,0,1,0,0,1,0,0,0
24.0,0,0,0,0,2.5649493574615367,0,0,1,0,0,0,1,0,1,0,0,0
28.0,0,1,0,0,2.2512917986064953,0,0,0,1,0,0,1,0,0,0,0,1
0.0,0,1,8,2,4.242045918369452,0,0,0,1,0,0,1,0,0,1,0,0
34.0,0,1,0,0,1.8711558142080713,0,0,0,1,0,0,1,0,0,1,0,0
45.5,0,1,0,0,1.9775472339984959,0,0,0,1,1,0,0,0,0,1,0,0
18.0,1,1,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,0,1,0,0
2.0,0,0,0,1,2.3477974358155937,3,0,0,1,0,0,1,0,1,0,0,0
32.0,0,1,1,0,2.7631695003232895,0,0,0,1,0,0,1,0,0,1,0,0
26.0,1,1,0,0,2.933191755079093,0,0,0,1,1,0,0,0,0,1,0,0
16.0,1,0,0,0,2.0476928433652555,0,0,0,1,0,1,0,0,1,0,0,0
40.0,1,1,0,0,3.4339872044851463,5,1,0,0,1,0,0,0,0,1,0,0
24.0,0,1,0,0,1.9530276168241774,0,0,0,1,0,0,1,0,0,1,0,0
35.0,1,0,0,0,3.044522437723423,0,0,1,0,0,0,1,0,1,0,0,0
22.0,0,1,0,0,1.9810014688665833,0,0,0,1,0,0,1,0,0,1,0,0
30.0,0,1,0,0,2.5649493574615367,0,0,1,0,0,0,1,0,0,1,0,0
0.0,0,1,1,0,2.0476928433652555,0,0,0,1,0,1,0,0,0,1,0,0
31.0,1,0,1,0,4.729818490553202,4,1,0,0,1,0,0,0,1,0,0,0
27.0,1,0,0,0,2.0700223197633445,0,0,0,1,0,0,1,0,1,0,0,0
42.0,0,1,1,0,3.295836866004329,0,0,1,0,0,0,1,0,0,1,0,0
32.0,1,0,0,0,4.334564151246186,4,1,0,0,1,0,0,0,1,0,0,0
30.0,0,1,0,0,2.3513752571634776,0,0,1,0,0,0,1,0,0,1,0,0
16.0,1,1,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,0,1,0,0
27.0,0,1,0,0,2.5649493574615367,0,0,1,0,0,0,1,0,0,1,0,0
51.0,0,1,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,0,1,0,0
0.0,0,1,0,0,2.0663309725297405,0,0,0,1,0,0,1,0,0,1,0,0
38.0,1,1,1,0,4.499809670330265,1,1,0,0,0,0,1,0,0,1,0,0
22.0,0,1,0,0,2.2353763433005955,0,0,0,1,0,0,1,0,0,1,0,0
19.0,1,1,0,0,2.3513752571634776,0,0,1,0,0,0,1,0,0,1,0,0
20.5,0,1,0,0,1.9810014688665833,0,0,0,1,0,0,1,0,0,1,0,0
18.0,0,1,0,0,2.5649493574615367,0,0,1,0,0,0,1,0,0,1,0,0
0.0,0,0,3,1,3.237371716404032,0,0,0,1,0,0,1,0,1,0,0,0
35.0,1,0,1,0,4.424547185829718,1,1,0,0,0,0,1,0,0,0,1,0
29.0,0,1,0,0,2.0509134580652977,0,0,0,1,0,0,1,0,0,1,0,0
59.0,0,1,0,0,2.6026896854443837,0,0,1,0,0,0,1,0,0,1,0,0
5.0,1,0,4,2,3.4464097244837033,0,0,0,1,0,0,1,0,1,0,0,0
24.0,0,1,0,0,2.3513752571634776,0,0,1,0,0,0,1,0,0,1,0,0
0.0,0,0,0,0,2.0215475632609334,0,0,0,1,0,0,1,0,1,0,0,0
44.0,0,1,1,0,3.258096538021482,0,0,1,0,0,0,1,0,0,1,0,0
8.0,1,0,0,2,3.2676659890376327,0,0,1,0,0,0,1,0,1,0,0,0
19.0,0,1,0,0,2.3513752571634776,0,0,1,0,0,0,1,0,0,1,0,0
33.0,0,1,0,0,2.507564673680584,0,0,1,0,0,0,1,0,0,1,0,0
0.0,0,0,1,0,2.6709850297651974,0,0,0,1,1,0,0,0,1,0,0,0
0.0,1,0,1,0,2.740840023925201,0,0,0,1,0,1,0,0,1,0,0,0
29.0,0,1,0,0,2.3513752571634776,0,0,1,0,0,0,1,0,0,1,0,0
22.0,0,1,0,0,1.9636097261547143,0,0,0,1,0,0,1,0,0,1,0,0
30.0,0,1,0,0,1.9775472339984959,0,0,0,1,1,0,0,0,0,1,0,0
44.0,0,1,2,0,4.499809670330265,1,1,0,0,0,1,0,0,0,0,0,1
25.0,0,0,0,0,2.0509134580652977,0,0,0,1,0,0,1,0,1,0,0,0
24.0,1,0,0,2,2.6741486494265287,0,0,1,0,0,0,1,0,0,0,1,0
37.0,1,1,1,1,3.961845018011234,4,1,0,0,0,0,1,0,0,1,0,0
54.0,0,1,1,0,3.258096538021482,0,0,1,0,0,0,1,0,0,0,0,1
0.0,0,1,0,0,1.9810014688665833,0,0,0,1,0,0,1,0,0,1,0,0
29.0,0,0,1,1,2.3477974358155937,3,0,0,1,0,0,1,0,0,0,1,0
62.0,0,1,0,0,3.279029747687948,1,1,0,0,0,0,1,0,0,1,0,0
30.0,0,1,1,0,2.7788192719904172,0,0,0,1,0,0,1,0,0,1,0,0
41.0,0,0,0,2,3.006301224903225,0,0,0,1,0,0,1,0,0,0,1,0
29.0,1,0,0,2,2.7243040552851014,0,0,0,1,1,0,0,0,0,0,1,0
0.0,1,0,0,0,4.37197629882038,0,1,0,0,1,0,0,0,0,0,1,0
30.0,1,0,0,0,4.460144413937834,6,1,0,0,0,0,1,0,1,0,0,0
35.0,1,0,0,0,6.238967387173662,0,1,0,0,1,0,0,0,1,0,0,0
50.0,1,0,0,1,3.258096538021482,0,0,1,0,0,0,1,0,0,0,1,0
0.0,0,1,0,0,2.0476928433652555,0,0,0,1,0,1,0,0,0,1,0,0
3.0,1,1,4,2,3.4464097244837033,0,0,0,1,0,0,1,1,0,0,0,0
52.0,0,1,1,1,4.3776420363560575,2,1,0,0,0,0,1,0,0,1,0,0
40.0,0,1,0,0,0.0,6,1,0,0,0,0,1,0,0,1,0,0
0.0,0,0,0,0,2.0476928433652555,0,0,0,1,0,1,0,0,1,0,0,0
36.0,0,1,0,0,2.3513752571634776,0,0,1,0,0,0,1,0,0,1,0,0
16.0,0,1,4,1,3.6810362766529106,0,0,0,1,0,0,1,0,0,1,0,0
25.0,1,1,1,0,2.0509134580652977,0,0,0,1,0,0,1,0,0,1,0,0
58.0,1,0,0,1,5.033456237506958,1,1,0,0,0,0,1,0,0,0,1,0
35.0,1,0,0,0,4.909954920578875,1,1,0,0,0,0,1,0,1,0,0,0
0.0,0,1,0,0,3.4339872044851463,0,1,0,0,0,0,1,0,0,1,0,0
25.0,1,1,0,0,0.0,0,0,0,1,0,0,1,0,0,1,0,0
41.0,1,0,0,1,2.970414465569701,0,0,1,0,0,0,1,0,0,0,1,0
37.0,0,1,0,1,3.391147045808654,1,1,0,0,1,0,0,0,0,1,0,0
0.0,1,0,0,0,2.0476928433652555,0,0,0,1,0,1,0,0,1,0,0,0
63.0,1,0,1,0,4.356174068347218,4,1,0,0,0,0,1,0,1,0,0,0
45.0,0,0,0,0,2.0476928433652555,0,0,0,1,0,0,1,0,1,0,0,0
0.0,0,1,0,0,0.0,0,0,1,0,0,0,1,0,0,1,0,0
7.0,0,1,4,1,3.371596911885865,0,0,0,1,0,1,0,1,0,0,0,0
35.0,1,0,1,1,3.0081547935525483,0,0,0,1,0,0,1,0,0,0,1,0
65.0,0,1,0,0,2.0476928433652555,0,0,0,1,0,1,0,0,0,1,0,0
28.0,0,1,0,0,2.061048420562944,0,0,0,1,0,0,1,0,0,1,0,0
16.0,0,1,0,0,2.2512917986064953,0,0,0,1,0,0,1,0,0,0,0,1
19.0,1,1,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,0,1,0,0
0.0,0,1,0,0,3.258096538021482,5,1,0,0,0,0,1,0,0,1,0,0
33.0,0,1,0,0,2.1590033645160216,0,0,0,1,1,0,0,0,0,1,0,0
30.0,1,1,0,0,2.2512917986064953,0,0,0,1,0,0,1,0,0,0,0,1
22.0,0,1,0,0,2.0663309725297405,0,0,0,1,0,0,1,0,0,1,0,0
42.0,1,1,0,0,2.5649493574615367,0,0,1,0,0,0,1,0,0,1,0,0
22.0,1,0,0,0,2.0476928433652555,0,0,0,1,0,1,0,0,1,0,0,0
26.0,1,0,0,0,4.367547313409047,0,1,0,0,0,0,1,0,1,0,0,0
19.0,1,0,1,0,4.51172945766992,6,1,0,0,1,0,0,0,0,0,1,0
36.0,0,1,0,0,2.5552874465497997,4,0,1,0,1,0,0,0,0,1,0,0
24.0,0,0,0,0,2.180417459019838,0,0,0,1,0,0,1,0,1,0,0,0
24.0,0,1,0,0,2.0663309725297405,0,0,0,1,0,0,1,0,0,1,0,0
0.0,0,1,0,0,3.32218303393412,0,1,0,0,1,0,0,0,0,1,0,0
23.5,0,1,0,0,1.9781283799793465,0,0,0,1,1,0,0,0,0,1,0,0
2.0,0,0,1,2,5.020915603503812,1,1,0,0,0,0,1,0,1,0,0,0
0.0,1,1,0,0,3.417726683613366,1,1,0,0,0,0,1,0,0,1,0,0
50.0,1,0,0,1,5.5114946188815885,6,1,0,0,1,0,0,0,0,0,1,0
0.0,1,0,0,0,2.0476928433652555,0,0,0,1,0,1,0,0,1,0,0,0
0.0,1,1,2,0,3.1463051320333655,0,0,0,1,0,1,0,0,0,1,0,0
19.0,0,1,0,0,0.0,0,0,0,1,0,0,1,0,0,1,0,0
0.0,1,0,0,0,2.513656063073986,2,0,1,0,0,1,0,0,1,0,0,0
0.0,0,1,0,0,2.0856720914304723,0,0,0,1,0,0,1,0,0,1,0,0
0.92,1,1,1,2,5.020915603503812,1,1,0,0,0,0,1,1,0,0,0,0
0.0,1,0,0,0,4.708478296903478,0,1,0,0,1,0,0,0,1,0,0,0
17.0,1,0,1,0,4.690430029938915,1,1,0,0,1,0,0,0,0,0,0,1
30.0,0,1,1,0,3.1780538303479458,0,0,1,0,1,0,0,0,0,1,0,0
